Row ID,event_date ,user id,traffic_source,device type,product category,page_view,add_to_cart,checkout,purchase,order_value(INR)
820,02/05/2025,8701,Paid Ads,Mobile,,1,1,0,,2499
821,14/01/2025,7807,Referral,Tablet,Beauty,1,0,0,,799
822,18/04/2025,8336,Social,Desktop,,0,1,0,0,2499
823,01/11/2024,8284,Referral,Mobile,Sports,1,0,0,0,
824,08/12/2024,6889,Social,Desktop,Beauty,0,0,,0,
825,20/12/2024,6816,Organic,Tablet,Electronics,1,1,0,1,0
826,28/02/2025,5190,Referral,Tablet,,1,0,0,0,
827,27/11/2024,5482,,Desktop,Beauty,1,1,1,0,1999
828,05/01/2025,7583,Social,Mobile,Home & Kitchen,1,1,0,0,799
829,01/02/2025,7598,Social,Tablet,,1,,0,1,2499
830,20/11/2024,6206,,Tablet,,1,1,0,0,799
831,28/04/2025,6978,Paid Ads,Tablet,,1,0,,0,2499
832,04/02/2025,6124,,Desktop,,1,0,0,0,
833,23/05/2025,6217,Social,Tablet,,0,1,1,0,0
834,03/05/2025,5845,Organic,Mobile,,1,0,0,0,0
835,15/10/2024,7011,Social,Tablet,Home & Kitchen,1,,0,0,1999
836,14/12/2024,8272,Organic,,Beauty,1,,0,,799
837,18/10/2024,8382,Paid Ads,Desktop,Sports,1,0,1,0,
838,20/05/2025,5856,,Tablet,,1,0,0,0,1999
839,26/02/2025,7973,Organic,Mobile,,1,0,,0,0
840,17/06/2025,8929,Email,Desktop,Beauty,1,1,,0,
841,20/01/2025,5534,Organic,Tablet,Beauty,1,0,0,1,1999
842,15/10/2024,7029,Organic,Tablet,Sports,1,0,0,1,2499
843,10/05/2025,5837,Email,Desktop,,1,0,0,1,2499
844,20/02/2025,6302,Social,,Beauty,1,1,0,0,0
845,03/03/2025,5672,,,Electronics,1,0,0,0,1999
846,28/11/2024,6057,Referral,Mobile,,1,1,1,0,0
847,04/05/2025,8254,Social,Tablet,Fashion,1,1,0,,2499
848,30/01/2025,8754,Paid Ads,,,1,1,,0,
849,18/05/2025,7623,,Desktop,,1,0,0,1,1299
850,08/10/2024,5370,Organic,Desktop,,1,1,0,,799
851,21/04/2025,7095,Paid Ads,,Beauty,1,,1,0,1999
852,15/10/2024,7608,Organic,,Home & Kitchen,0,1,,1,
853,26/01/2025,5460,Email,Tablet,,1,,0,0,3499
854,28/05/2025,7117,Organic,,Fashion,1,0,0,0,0
855,04/04/2025,8412,Referral,Desktop,Beauty,1,0,0,1,0
856,06/04/2025,7762,Paid Ads,Tablet,Beauty,1,1,0,1,2499
857,17/12/2024,8357,Social,Tablet,,1,0,0,1,3499
858,14/04/2025,6057,Paid Ads,Mobile,Fashion,0,0,1,0,3499
859,04/05/2025,6845,Organic,Desktop,Beauty,1,0,0,1,
860,17/03/2025,8969,Referral,Mobile,Home & Kitchen,1,0,1,0,2499
861,01/05/2025,6453,Email,Mobile,,0,,0,0,0
862,28/02/2025,6367,Email,Desktop,,1,0,0,0,0
863,16/05/2025,8601,Organic,Desktop,Home & Kitchen,0,1,0,0,2499
864,07/03/2025,7329,,,,,,0,1,2499
865,18/03/2025,8312,Paid Ads,,Home & Kitchen,1,0,,0,3499
866,07/10/2024,5953,,Mobile,,0,0,0,,1999
867,16/12/2024,6112,Paid Ads,,,1,,,0,1299
868,05/01/2025,7729,Organic,,,1,1,,1,799
869,21/11/2024,5565,Paid Ads,Mobile,Electronics,1,0,,1,1999
870,10/12/2024,7914,Social,,Fashion,1,0,0,0,0
871,31/12/2024,7714,Organic,Tablet,Electronics,1,1,1,,1999
872,24/06/2025,8070,Organic,Desktop,Electronics,1,0,0,1,1999
873,27/11/2024,6954,Paid Ads,,,0,0,0,0,0
874,16/03/2025,7004,,Desktop,Electronics,1,1,0,0,2499
875,30/01/2025,6363,Referral,,Fashion,1,0,0,1,2499
876,27/03/2025,8198,Paid Ads,Desktop,Fashion,1,1,0,0,
877,13/06/2025,7588,Email,,Beauty,0,1,0,1,1999
878,10/10/2024,6111,,Mobile,Beauty,1,1,0,,1999
879,20/02/2025,7799,Social,Tablet,Sports,1,0,0,0,0
880,02/06/2025,8820,Email,Mobile,,0,1,0,0,3499
881,29/01/2025,8208,Referral,Tablet,Beauty,1,0,0,0,1999
882,29/03/2025,7901,Paid Ads,Mobile,,1,1,1,,799
883,26/11/2024,6701,Social,Desktop,Sports,1,0,0,,0
884,11/05/2025,8397,Paid Ads,Mobile,Fashion,1,,1,0,1999
885,28/05/2025,6217,Email,Tablet,Home & Kitchen,1,1,0,0,
886,28/05/2025,8933,Email,Desktop,Electronics,1,,0,0,1299
887,04/05/2025,7199,Social,Desktop,Fashion,1,0,,0,1999
888,04/10/2024,8851,Paid Ads,Desktop,Home & Kitchen,1,1,0,1,0
889,19/12/2024,7437,,Tablet,,0,1,0,0,0
890,01/10/2024,7788,Paid Ads,Mobile,,,0,0,1,3499
891,17/10/2024,7553,Social,,,1,1,0,,2499
892,07/01/2025,7978,Organic,,Home & Kitchen,1,0,0,0,3499
893,28/03/2025,5373,Email,,,1,0,1,0,1999
894,08/10/2024,6483,Organic,Mobile,Electronics,1,,1,0,0
895,16/02/2025,7738,Email,,Home & Kitchen,0,0,0,1,0
896,21/06/2025,6880,Referral,Desktop,Beauty,0,0,0,1,2499
897,27/04/2025,6702,Email,Mobile,Electronics,1,0,0,0,1299
898,21/06/2025,8501,Social,Mobile,Sports,1,0,1,0,1299
899,17/06/2025,7574,,Tablet,Electronics,1,1,1,,2499
900,12/11/2024,8228,,,Electronics,0,1,0,0,
901,17/06/2025,7865,Referral,Desktop,,0,1,1,0,3499
902,06/10/2024,6550,,Mobile,Home & Kitchen,1,0,,1,1999
903,29/04/2025,8455,Social,Tablet,Beauty,1,0,0,1,
904,09/01/2025,7585,Paid Ads,Tablet,Home & Kitchen,1,0,0,0,3499
905,24/12/2024,8853,Paid Ads,Desktop,,1,0,0,0,2499
906,30/12/2024,7274,Referral,Desktop,Home & Kitchen,0,0,1,0,799
907,07/04/2025,6390,Email,Tablet,Electronics,1,0,0,,1299
908,16/01/2025,8338,Email,,Electronics,1,0,0,0,2499
909,01/01/2025,7795,Referral,,,1,1,0,1,799
910,27/05/2025,5922,Paid Ads,Desktop,Fashion,1,0,1,0,2499
911,27/03/2025,8278,Referral,,Fashion,1,0,0,,1999
912,15/06/2025,5830,,Mobile,Fashion,1,0,0,0,799
913,03/04/2025,8338,Social,Desktop,Sports,1,0,,,3499
914,02/11/2024,8046,,Desktop,Sports,1,0,0,0,
915,06/06/2025,8209,,Mobile,,1,0,0,0,1299
916,17/01/2025,6392,Organic,,,1,0,0,0,1299
917,22/12/2024,6640,Organic,Desktop,Electronics,1,1,0,0,799
918,02/05/2025,7162,Social,Tablet,,1,0,0,0,3499
919,29/01/2025,8126,Email,Tablet,,1,0,0,1,1999
920,07/05/2025,5383,,Desktop,Fashion,0,0,0,0,3499
921,26/11/2024,6949,Paid Ads,,Electronics,1,1,0,,799
922,27/04/2025,6896,Email,Desktop,Sports,0,1,0,0,1999
923,15/12/2024,5506,Organic,Desktop,Home & Kitchen,1,1,,0,1299
924,07/06/2025,6102,Social,,Sports,1,0,0,0,799
925,22/11/2024,7337,Referral,Desktop,,1,0,1,0,2499
926,06/11/2024,5777,Email,,,1,0,0,1,3499
927,20/06/2025,7794,Referral,Mobile,Sports,1,0,0,1,
928,10/05/2025,6764,Paid Ads,Tablet,Electronics,1,1,1,0,1299
929,04/02/2025,6865,,,Home & Kitchen,0,0,0,0,1299
930,22/06/2025,5232,Email,,Fashion,1,0,0,0,0
931,18/03/2025,6719,Social,Mobile,Beauty,1,0,,0,1999
932,26/12/2024,6080,,Desktop,Electronics,1,,1,0,799
933,19/03/2025,5261,,Tablet,Home & Kitchen,1,0,0,0,2499
934,23/01/2025,7042,Organic,Tablet,Fashion,1,1,0,1,1299
935,28/06/2025,8624,,Mobile,Home & Kitchen,1,0,0,0,0
936,01/05/2025,5941,,Tablet,Sports,1,0,0,,2499
937,01/04/2025,5795,Organic,Mobile,Fashion,1,1,0,1,1299
938,11/03/2025,6960,Social,Tablet,Home & Kitchen,1,0,0,0,1999
939,17/10/2024,6757,Organic,Desktop,,0,0,0,0,3499
940,27/02/2025,6681,Organic,,Beauty,1,0,1,0,0
941,29/01/2025,6956,Paid Ads,Desktop,,1,0,0,1,1999
942,27/02/2025,7653,Referral,Tablet,,1,1,,0,3499
943,01/12/2024,7273,,Mobile,,1,1,1,0,1999
944,14/05/2025,5459,Referral,,Fashion,1,1,,0,2499
945,29/04/2025,7952,Paid Ads,,Sports,1,1,,1,1299
946,14/03/2025,5436,,Desktop,Fashion,1,0,1,0,
947,08/10/2024,5758,Email,,Electronics,1,1,0,,799
948,14/04/2025,8788,Social,Desktop,Home & Kitchen,1,0,0,,1299
949,31/01/2025,7298,Referral,Mobile,Home & Kitchen,1,0,0,0,1299
950,10/01/2025,5339,Social,Mobile,Electronics,0,1,0,0,1299
951,08/02/2025,6142,Social,,Electronics,1,0,0,0,
952,14/01/2025,7895,Paid Ads,Mobile,,1,0,0,0,799
953,16/05/2025,7542,Paid Ads,Mobile,Electronics,0,1,0,0,799
954,25/11/2024,8534,,Mobile,Fashion,1,0,,0,1299
955,12/03/2025,6186,Email,,Beauty,0,1,0,0,1999
956,26/06/2025,6365,Referral,Mobile,Beauty,0,0,1,0,0
957,27/05/2025,7417,Organic,Mobile,Sports,1,1,0,0,1299
958,27/02/2025,8042,,Mobile,Fashion,0,1,0,0,3499
959,30/03/2025,6680,,Desktop,Electronics,1,0,0,0,1999
960,06/02/2025,7664,Social,Mobile,Fashion,0,0,1,,3499
961,10/01/2025,8648,Paid Ads,Mobile,Sports,,0,0,0,
962,18/05/2025,5532,Referral,,Sports,1,1,0,0,0
963,05/10/2024,5113,Paid Ads,Mobile,Home & Kitchen,1,0,1,0,799
964,12/05/2025,5257,Paid Ads,Mobile,Beauty,0,1,0,0,1999
965,02/02/2025,6006,Paid Ads,Tablet,Home & Kitchen,1,,0,,1999
966,10/12/2024,8572,,Desktop,,1,0,1,,799
967,22/02/2025,7555,Organic,,Home & Kitchen,1,0,0,0,1299
968,06/06/2025,6865,Organic,Desktop,,0,0,0,0,799
969,28/05/2025,8514,Social,Desktop,Fashion,1,1,0,0,3499
970,11/10/2024,8362,Social,,,,0,0,0,799
971,12/04/2025,6314,Paid Ads,Mobile,,0,0,0,0,0
972,17/03/2025,5663,Email,,Home & Kitchen,1,,0,,0
973,19/12/2024,6313,Social,Tablet,Sports,1,1,,0,1999
974,25/04/2025,5531,Social,Desktop,Fashion,1,1,0,1,0
975,28/10/2024,7171,,Mobile,Sports,1,0,0,0,1999
976,21/10/2024,8915,Referral,Desktop,Fashion,1,0,1,1,0
977,22/01/2025,6425,,Tablet,Home & Kitchen,1,0,0,0,1999
978,12/11/2024,5228,Social,Tablet,Sports,0,0,0,0,
979,11/12/2024,7783,Paid Ads,Desktop,Sports,0,0,0,0,1299
980,04/03/2025,5394,Paid Ads,Tablet,Beauty,1,1,0,0,1999
981,28/04/2025,6170,Referral,Tablet,Electronics,1,0,0,0,1299
982,02/03/2025,5636,Paid Ads,,Fashion,1,1,1,0,799
983,06/10/2024,5914,Email,Desktop,Sports,1,1,0,0,1299
984,28/10/2024,8587,Email,Tablet,Sports,1,1,0,0,2499
985,22/12/2024,6441,Referral,,,1,0,0,1,1299
986,04/11/2024,7838,,Tablet,,1,1,0,0,3499
987,16/04/2025,6109,,Tablet,Home & Kitchen,1,,0,0,2499
988,09/11/2024,8698,Organic,Tablet,Sports,1,1,0,0,2499
989,02/12/2024,5684,Email,,Beauty,0,1,0,0,3499
990,09/05/2025,8600,Email,,Electronics,1,0,0,0,1999
991,14/04/2025,6745,Referral,Desktop,Home & Kitchen,1,1,0,,3499
992,08/02/2025,7586,Paid Ads,Tablet,,0,0,0,0,1299
993,11/04/2025,7867,Email,Mobile,Electronics,1,0,0,0,1299
994,01/11/2024,8548,Organic,Mobile,,1,1,0,0,799
995,31/05/2025,5882,Paid Ads,Desktop,,1,0,1,,1999
996,09/10/2024,8198,Organic,Tablet,Fashion,1,0,1,1,2499
997,14/05/2025,8882,Social,Desktop,Electronics,1,1,0,0,
998,21/06/2025,6111,,Tablet,Home & Kitchen,1,,0,0,3499
999,20/05/2025,8086,Paid Ads,,,1,,1,0,
1000,27/06/2025,7265,Social,Mobile,Electronics,1,1,0,0,3499
1001,23/04/2025,5376,Social,Desktop,,1,0,0,0,3499
1002,08/11/2024,7014,Paid Ads,Desktop,,1,1,0,0,1999
1003,29/06/2025,6395,Organic,Tablet,Fashion,0,1,0,0,1999
1004,13/02/2025,5068,Paid Ads,,Electronics,1,1,0,0,3499
1005,23/12/2024,7786,,Tablet,Sports,1,1,0,0,1299
1006,27/02/2025,7225,,Desktop,,,0,0,0,1999
1007,26/01/2025,6708,Email,Mobile,Fashion,1,0,0,0,0
1008,27/02/2025,5085,Organic,Mobile,,1,1,1,1,2499
1009,13/02/2025,6096,,,Fashion,1,1,0,1,0
1010,04/01/2025,7299,Paid Ads,Tablet,Fashion,1,1,0,1,0
1011,20/06/2025,5895,Paid Ads,Tablet,Electronics,1,0,0,0,
1012,01/03/2025,7951,Social,Desktop,,1,0,1,0,0
1013,27/03/2025,7524,Paid Ads,Tablet,Beauty,1,,,,799
1014,03/06/2025,8859,Social,Tablet,Home & Kitchen,1,1,0,1,3499
1015,24/01/2025,5953,Organic,Mobile,,1,1,0,0,3499
1016,03/03/2025,8582,Social,Tablet,,1,0,,0,1999
1017,16/04/2025,6351,Paid Ads,Tablet,Home & Kitchen,1,0,1,0,
1018,17/11/2024,8910,Email,Mobile,Electronics,0,0,0,0,0
1019,04/01/2025,7440,,Mobile,,0,1,0,0,1999
1020,04/12/2024,8796,Social,Desktop,,1,1,1,0,3499
1021,19/05/2025,8501,Referral,Mobile,,1,,0,,
1022,23/02/2025,7801,Referral,Tablet,,0,1,1,1,3499
1023,24/03/2025,8664,Email,Desktop,Sports,1,0,0,0,799
1024,26/01/2025,8698,Organic,,Home & Kitchen,1,0,0,0,3499
1025,28/10/2024,8600,Paid Ads,Desktop,Electronics,1,1,1,1,1299
1026,26/03/2025,5965,Email,Desktop,Electronics,1,1,0,0,0
1027,31/12/2024,7007,Paid Ads,,Sports,1,1,1,1,0
1028,07/02/2025,8821,Organic,Mobile,Sports,1,1,0,0,3499
1029,22/02/2025,7772,Paid Ads,Desktop,Electronics,1,0,1,0,0
1030,19/06/2025,5442,Organic,Mobile,Fashion,1,1,0,0,1999
1031,14/06/2025,6260,Referral,Desktop,Fashion,1,,0,0,0
1032,13/06/2025,6731,Email,,,1,1,0,0,1299
1033,28/10/2024,6601,Paid Ads,Desktop,Electronics,0,0,0,1,3499
1034,13/12/2024,6975,Organic,Mobile,,1,1,1,,799
1035,04/10/2024,5644,Paid Ads,Mobile,,1,1,0,0,2499
1036,21/04/2025,8386,Organic,Mobile,,,1,0,,3499
1037,17/04/2025,8899,Email,,,1,1,0,0,
1038,15/11/2024,5996,Organic,Tablet,Home & Kitchen,1,1,,1,799
1039,09/03/2025,6594,Email,Tablet,Beauty,1,,,0,0
1040,22/12/2024,5942,Paid Ads,Tablet,Home & Kitchen,,0,,0,1299
1041,23/03/2025,6517,Paid Ads,Mobile,Sports,1,0,1,0,1299
1042,28/11/2024,6259,Paid Ads,Mobile,Home & Kitchen,1,0,0,0,1299
1043,09/01/2025,5109,Organic,Mobile,Sports,1,0,0,0,799
1044,17/04/2025,7305,Email,Tablet,Home & Kitchen,1,0,0,,2499
1045,19/05/2025,8366,Paid Ads,Tablet,,1,0,,1,3499
1046,10/12/2024,7599,Referral,,Fashion,1,1,0,0,799
1047,23/10/2024,5691,Referral,Desktop,Fashion,1,0,0,0,0
1048,01/03/2025,8781,Social,Mobile,Beauty,1,0,1,0,1299
1049,17/04/2025,6184,Email,Tablet,,0,0,0,1,
1050,30/12/2024,8492,Social,Tablet,Beauty,1,1,0,1,1999
1051,03/10/2024,7774,Paid Ads,Mobile,Fashion,1,0,1,1,2499
1052,27/12/2024,6110,,Tablet,,0,0,0,0,2499
1053,28/04/2025,6775,Social,Mobile,Home & Kitchen,0,1,,0,1299
1054,23/01/2025,6675,Paid Ads,Mobile,Electronics,1,1,0,,
1055,15/12/2024,6009,Referral,Desktop,Electronics,0,0,0,0,799
1056,12/12/2024,8004,Social,Desktop,,1,1,1,0,3499
1057,27/04/2025,7703,Organic,Tablet,Beauty,1,0,0,0,1299
1058,27/03/2025,6946,Organic,,Fashion,1,0,1,0,1999
1059,10/03/2025,7451,Social,,Sports,1,1,0,0,3499
1060,19/06/2025,8885,Email,Tablet,,0,1,1,1,799
1061,27/10/2024,5884,,,,1,0,0,1,3499
1062,03/04/2025,8997,Paid Ads,Tablet,Sports,0,1,1,1,2499
1063,03/12/2024,6367,Paid Ads,Tablet,,1,0,0,0,0
1064,14/12/2024,8217,Social,Desktop,Fashion,1,1,0,0,799
1065,08/05/2025,8101,Organic,Tablet,,1,0,0,1,799
1066,04/12/2024,7823,Social,Tablet,Electronics,0,0,0,0,
1067,04/12/2024,5358,,,Home & Kitchen,1,,1,0,2499
1068,03/03/2025,8967,Paid Ads,Tablet,Beauty,1,0,,0,799
1069,11/03/2025,6817,Paid Ads,Tablet,Beauty,1,0,0,,1999
1070,18/12/2024,6521,Email,,Electronics,1,0,0,1,2499
1071,21/03/2025,6919,Referral,Mobile,Electronics,1,0,1,0,
1072,07/05/2025,5154,Organic,Mobile,,1,0,0,0,799
1073,19/10/2024,8740,Organic,Tablet,Home & Kitchen,1,0,1,0,0
1074,04/05/2025,6607,Organic,,,1,0,,0,1999
1075,12/04/2025,7865,,Desktop,Fashion,0,1,0,1,3499
1076,19/04/2025,5124,Referral,Mobile,,1,1,1,1,
1077,18/10/2024,6557,Paid Ads,Tablet,Fashion,,0,1,,2499
1078,12/02/2025,6633,Organic,Mobile,Beauty,1,,1,1,2499
1079,07/01/2025,5124,Paid Ads,,Fashion,1,1,0,0,
1080,01/03/2025,5116,Paid Ads,Desktop,Fashion,1,0,0,,
1081,12/02/2025,8225,Paid Ads,Desktop,Beauty,1,,1,0,3499
1082,01/05/2025,7910,Email,Mobile,Electronics,0,1,0,0,799
1083,01/12/2024,6320,,Desktop,Beauty,1,0,1,0,1299
1084,12/04/2025,5024,,Desktop,Home & Kitchen,1,1,1,0,
1085,29/03/2025,7222,Referral,Mobile,Home & Kitchen,0,,1,1,
1086,02/04/2025,5526,Referral,Mobile,,1,1,0,0,1299
1087,23/03/2025,6746,,,Sports,1,0,0,0,799
1088,26/11/2024,7827,Referral,Tablet,Fashion,1,0,0,0,1299
1089,05/05/2025,6310,Email,,Electronics,1,0,0,0,1299
1090,10/03/2025,5358,Social,Desktop,Fashion,1,1,0,0,799
1091,28/02/2025,8023,Social,Tablet,,1,0,0,0,3499
1092,13/11/2024,7837,Social,Tablet,Sports,1,0,1,0,1299
1093,30/05/2025,8039,,Mobile,,1,0,0,,3499
1094,06/06/2025,5674,Email,Mobile,,0,0,1,,2499
1095,05/05/2025,6548,Email,,,1,0,0,0,799
1096,11/03/2025,7824,Social,,Electronics,,,0,0,3499
1097,22/01/2025,7165,Organic,Desktop,,1,0,1,0,0
1098,11/06/2025,8692,Organic,Desktop,Home & Kitchen,0,0,0,,1299
1099,28/02/2025,8535,,Desktop,,1,1,0,0,799
1100,27/02/2025,7953,Organic,Desktop,Electronics,1,1,0,0,2499
1101,21/12/2024,8638,Referral,Tablet,Sports,0,1,0,1,0
1102,08/02/2025,7909,Referral,Tablet,,1,0,1,,3499
1103,18/10/2024,8748,Paid Ads,Mobile,Fashion,,1,0,1,799
1104,19/12/2024,6144,Email,Mobile,Beauty,1,1,0,1,2499
1105,26/06/2025,7319,Social,Mobile,Home & Kitchen,1,1,0,0,799
1106,18/06/2025,5502,Paid Ads,,Beauty,1,0,0,1,3499
1107,18/11/2024,7223,Referral,,Sports,1,1,1,0,2499
1108,28/01/2025,8774,Social,Tablet,Sports,1,1,0,0,1999
1109,30/04/2025,7813,,,,0,1,0,0,3499
1110,06/06/2025,8904,,Mobile,,1,1,0,0,2499
1111,18/05/2025,6495,Social,,,,0,0,0,
1112,12/05/2025,7137,Paid Ads,,Sports,1,1,0,0,2499
1113,21/05/2025,6912,Social,Desktop,,1,1,0,0,
1114,20/11/2024,6688,,Mobile,Fashion,1,0,1,0,0
1115,11/02/2025,8260,Organic,Mobile,Beauty,1,1,0,0,1999
1116,08/01/2025,8241,,Mobile,,1,0,0,0,3499
1117,03/04/2025,5554,Organic,Tablet,Beauty,1,0,0,0,2499
1118,16/05/2025,7479,Email,Mobile,Home & Kitchen,1,,1,1,1299
1119,18/04/2025,8449,Social,Tablet,Electronics,1,1,0,0,1299
1120,07/11/2024,7543,Social,,Sports,1,1,1,1,799
1121,25/06/2025,5826,Referral,Tablet,,1,1,0,0,1999
1122,18/12/2024,7299,Social,,Fashion,1,,1,0,1299
1123,17/01/2025,8835,Email,Desktop,Fashion,1,,0,0,2499
1124,15/10/2024,7777,Email,,Beauty,1,1,0,0,0
1125,10/01/2025,7458,Paid Ads,Desktop,Sports,1,1,1,0,799
1126,20/12/2024,5714,Referral,Tablet,Beauty,1,1,1,0,1299
1127,22/06/2025,8028,,Tablet,Fashion,0,0,0,,0
1128,08/10/2024,7319,Referral,Desktop,,0,1,0,1,
1129,27/01/2025,8156,Social,Tablet,Electronics,1,0,1,,1999
1130,25/06/2025,8353,,Desktop,Sports,1,0,0,0,2499
1131,26/01/2025,6954,Referral,,,1,0,0,0,3499
1132,29/04/2025,7741,Social,,,1,1,,0,2499
1133,19/10/2024,6201,Paid Ads,Desktop,Electronics,1,1,,0,3499
1134,22/06/2025,7268,Social,Mobile,Electronics,1,0,1,1,799
1135,17/10/2024,7369,,Tablet,Sports,1,0,,0,1999
1136,19/01/2025,6861,Email,Mobile,,1,0,0,0,1299
1137,28/06/2025,8117,Social,Tablet,Sports,1,0,1,1,1999
1138,25/11/2024,7031,Paid Ads,,Beauty,1,1,0,0,1999
1139,11/02/2025,6364,Organic,Tablet,Beauty,1,0,1,0,1999
1140,02/12/2024,5081,Email,Tablet,Sports,1,0,0,0,1299
1141,15/01/2025,8555,Organic,Mobile,Fashion,1,1,0,0,2499
1142,13/11/2024,8579,Social,Mobile,,,0,0,0,
1143,21/02/2025,6589,Social,,,,0,0,1,3499
1144,01/01/2025,7898,Email,Mobile,Home & Kitchen,0,0,0,0,0
1145,07/01/2025,8456,,,Home & Kitchen,1,,1,1,799
1146,29/12/2024,8590,Paid Ads,Desktop,,1,1,1,0,
1147,06/05/2025,7256,,Mobile,Fashion,1,1,,0,799
1148,14/06/2025,7417,,Tablet,Beauty,1,0,0,0,2499
1149,10/03/2025,8907,Paid Ads,,,0,0,0,0,799
1150,22/01/2025,6275,Email,Mobile,Sports,1,0,1,0,3499
1151,17/01/2025,7327,Social,Tablet,Beauty,1,0,1,0,2499
1152,05/05/2025,7644,,Mobile,Sports,1,,0,0,0
1153,19/10/2024,6219,Social,Desktop,Electronics,1,0,0,0,
1154,22/10/2024,6849,,,Fashion,1,1,0,0,3499
1155,07/11/2024,8949,Organic,,,1,,0,1,1299
1156,02/01/2025,7973,Social,Tablet,,1,0,,0,2499
1157,01/02/2025,7170,,Tablet,Home & Kitchen,1,0,1,0,799
1158,19/04/2025,7444,Organic,Mobile,Beauty,1,0,0,0,1299
1159,25/04/2025,8870,,Mobile,Sports,1,0,0,0,3499
1160,16/03/2025,5991,Referral,Mobile,,1,,0,0,1299
1161,25/06/2025,8975,Referral,Mobile,Fashion,1,0,,0,1999
1162,15/05/2025,7642,Referral,Tablet,Beauty,1,0,0,0,1299
1163,31/12/2024,6432,Organic,Tablet,Beauty,1,1,0,,799
1164,13/03/2025,5588,Social,Tablet,,1,0,0,0,
1165,23/10/2024,5497,Referral,Desktop,Electronics,1,0,0,0,1999
1166,27/04/2025,7885,Paid Ads,Mobile,Fashion,1,0,,0,1299
1167,09/02/2025,8246,Organic,Desktop,Beauty,1,0,0,0,3499
1168,07/10/2024,8287,,,Electronics,1,0,0,0,1999
1169,05/01/2025,6042,Organic,Desktop,,1,0,,0,799
1170,30/12/2024,7576,Referral,Tablet,Fashion,1,0,1,0,3499
1171,01/06/2025,8369,Referral,Desktop,Sports,0,0,0,0,0
1172,12/02/2025,6330,Paid Ads,Desktop,Fashion,0,0,0,1,799
1173,15/01/2025,8301,Email,,Sports,0,1,0,0,3499
1174,04/11/2024,8457,Referral,Tablet,Sports,0,0,0,0,
1175,21/04/2025,8700,Social,Mobile,Electronics,1,1,0,0,1299
1176,16/05/2025,7295,Social,Mobile,,1,1,1,0,799
1177,09/10/2024,6048,,Tablet,Fashion,0,1,0,0,0
1178,23/02/2025,5013,,Tablet,,1,0,,,0
1179,17/02/2025,8843,Organic,Desktop,,1,0,0,1,1299
1180,02/05/2025,7265,Email,Desktop,,1,,0,0,1999
1181,22/06/2025,5214,Referral,Desktop,Beauty,1,0,1,0,0
1182,06/01/2025,6132,Paid Ads,Mobile,,1,0,0,1,799
1183,22/02/2025,8466,Organic,Tablet,Electronics,0,0,0,0,
1184,07/01/2025,8248,Paid Ads,,Beauty,1,0,1,1,1299
1185,06/06/2025,7416,Social,Tablet,Beauty,1,0,1,0,1999
1186,26/12/2024,7577,,,,1,1,0,0,1999
1187,22/06/2025,5100,,Mobile,Home & Kitchen,1,0,1,0,1299
1188,15/03/2025,8163,,Mobile,Home & Kitchen,1,0,1,1,799
1189,08/02/2025,7004,Social,,,1,1,0,0,0
1190,10/04/2025,5569,,Desktop,Electronics,0,1,1,1,0
1191,04/02/2025,6446,Referral,Mobile,Home & Kitchen,1,1,0,1,1999
1192,14/03/2025,5962,Organic,Tablet,,1,0,1,1,0
1193,22/10/2024,6284,Social,Tablet,Home & Kitchen,1,1,0,0,2499
1194,19/12/2024,6086,Organic,Tablet,Sports,1,0,0,1,2499
1195,16/05/2025,7669,,Desktop,,1,1,0,0,1299
1196,16/02/2025,5729,Referral,Tablet,,1,,0,0,2499
1197,14/06/2025,8019,Referral,Mobile,Electronics,,0,1,0,
1198,10/10/2024,6698,Email,Mobile,,1,1,1,0,799
1199,27/04/2025,6979,Referral,,,1,,0,0,799
1200,12/03/2025,6293,Email,Mobile,,1,,1,0,1999
1201,08/02/2025,6091,Paid Ads,,Fashion,1,1,0,0,0
1202,09/03/2025,8229,Referral,,Electronics,1,0,0,0,1999
1203,13/03/2025,5849,Organic,Tablet,Sports,1,1,0,,3499
1204,17/06/2025,5906,Social,Tablet,Beauty,1,1,,1,799
1205,05/05/2025,5116,Paid Ads,Tablet,Sports,1,0,,0,1999
1206,21/12/2024,5873,Social,Desktop,,1,1,0,0,
1207,16/12/2024,7453,Email,Tablet,Home & Kitchen,1,1,1,0,0
1208,19/03/2025,8524,Email,Mobile,Sports,1,0,0,0,1999
1209,09/11/2024,8275,Referral,Mobile,,1,1,0,0,2499
1210,10/01/2025,6288,Referral,Mobile,Sports,0,,0,0,799
1211,11/03/2025,7639,,Desktop,,1,1,1,0,799
1212,10/11/2024,7215,Organic,Desktop,,1,0,0,0,
1213,01/02/2025,6261,Social,Desktop,Electronics,1,1,1,1,1999
1214,28/02/2025,6141,Social,Tablet,Sports,1,1,1,1,3499
1215,16/10/2024,5464,Social,Mobile,Sports,1,0,,1,799
1216,30/10/2024,6099,Social,Desktop,Fashion,1,0,0,,799
1217,05/01/2025,7983,Referral,Desktop,Electronics,1,0,0,0,2499
1218,29/10/2024,7232,Referral,Mobile,Home & Kitchen,1,0,0,1,1999
1219,24/02/2025,5173,Social,Tablet,Beauty,1,1,0,1,799
1220,09/03/2025,8240,Email,,Fashion,1,1,0,0,3499
1221,09/06/2025,6453,Paid Ads,Tablet,Sports,0,0,0,1,
